Question,Answer
Where do I send the return package for primacol.com?,Returns will need to be sent to the following address: primacol.com Unicell International sp. z o.o. Supraslska 25 16-010 Wasilkow Poland
What should I do if I receive a defective  damaged  or incorrect item?,Please inspect your order upon reception and contact us immediately if the item is defective  damaged or if you receive the wrong item  so that we can evaluate the issue and make it right.
What is the fastest way to get the item I want if I need to exchange it?,The fastest way to ensure you get what you want is to return the item you have  and once the return is accepted  make a separate purchase for the new item.
How long does it take to receive a refund from Primacol?,If the refund is approved  you will be automatically refunded on your original payment method within 10 business days. However  it can take some time for your bank or credit card company to process and post the refund.
What are the contact details for primacol.com?,The contact details for primacol.com are: - Email: shop@primacol.com - Phone: +48 693 500 054 - Address: primacol.com  Unicell International sp. z o.o.  Supraslska 25  16-010 Wasilkow  Poland
Can I return a gift card I purchased from Primacol?,No  we cannot accept returns on gift cards.
What happens after I request a return on primacol.com?,If your return is accepted  we'll send you an instructions on how and where to send your package. Items sent back to us without first requesting a return will not be accepted.
What is required to use this website?,Agreement to the Terms of Service and Privacy Policy is required.
Who is responsible for the cost of returning goods to primacol.com?,The cost of returning the goods would be borne by the Buyer.
What happens after I submit a return to Primacol?,Once Primacol receives and inspects your return  they will notify you if the refund was approved or not.
Where should I send the withdrawal form to?,The address for primacol.com is: primacol.com Unicell International sp. z o.o. Supraslska 25 16-010 Wasilkow Poland
What are the requirements to be eligible for a return on primacol.com?,To be eligible for a return  your item must be in the same condition that you received it  unworn or unused  with tags  and in its original packaging. You'll also need the receipt or proof of purchase.
How do I start a return on primacol.com?,To start a return  please contact us at [shop@primacol.com](mailto:shop@primacol.com) and inform about the intention to return the products including the order number and the list of returned products.
What is the European Union's 14-day cooling-off period for returns?,Notwithstanding the above  if the merchandise is being shipped into the European Union  you have the right to cancel or return your order within 14 days  for any reason and without a justification.
What types of products are not eligible for returns at Primacol?,Certain types of items cannot be returned like custom products (such as custom tinted paints).
What information do I need to provide on the withdrawal form?,The withdrawal form includes the following information that the customer needs to provide: - Order number - Date of conclusion of the contract - Date of receipt of the shipment - Name and surname of the consumer(s) - Address of the consumer(s) - Signature of consumer(s) (only if the form is sent in a paper version) - Date
What are the contact details for primacol.com?,The contact information for primacol.com is: - Email: shop@primacol.com - Phone: +48 693 500 054
What should I do if it's been more than 15 business days since my return was approved?,If more than 15 business days have passed since your return was approved  you should contact Primacol at shop@primacol.com.
Who is responsible for the cost of returning the goods under the European Union's 14-day cooling-off period?,The cost of returning the goods would be borne by the Buyer.
What is the return policy for primacol.com?,We have a 14-day return policy  which means you have 14 days after receiving your item to request a return.
Do you offer free delivery?,Yes  we offer free delivery for orders over €149 and a delivery address in the European Union.
How can I get help with my order or ask questions about Primacol's products?,If you need help with an order or have questions about our products  you can contact us at shop@primacol.com. Be sure to include your order number (if you have one).
What is the process for orders below £135 shipped to the UK?,For orders at or below £135 shipped to the UK  the seller is responsible for collecting the UK VAT. The VAT amount is collected at the point of sale and transferred to HMRC by the seller. This means that all fees are paid immediately when placing an order.
What is the process for orders shipped to other countries?,For shipments to other countries  the orders will be delivered with duties and tax unpaid. All import (customs) duties and/or taxes will be charged once the parcel reaches its destination country. These charges must be paid by the customer (importer). The exporter (us) only covers the export fees.
How can I find out the total cost of delivery?,You will know the total cost of delivery when you add products to your cart and enter the shipping address - in the summary you will see the exact value to be paid.
How quickly will Primacol process my order change request?,Our warehouse works fast  but we'll do our best to process your request. If your order has not been shipped yet  then we will process this for you.
What happens after my order has been dispatched?,Once your order has been dispatched  you will receive an automated email informing you of your order tracking number and other key details.
What is the process for orders above £135 shipped to the UK?,For orders above £135 shipped to the UK  HMRC regulations state that tax and customs duties apply at the UK border. At the point of sale  you will only pay the net value of the order  and the carrier will contact you to collect the fees (VAT amount and duty) on behalf of HM Revenue & Customs before delivery.
What should I do if I'm worried about the rest of my order?,If this has happened  don't worry - the rest of your order shouldn't be far behind! However  if the delivery of your items is significantly delayed  please contact our support team and we will help you locate the remaining items.
What should I do if I have a problem with my order?,If for any reason you have a problem when placing your order  please contact us and we will help you as soon as possible.
Why might I receive my order in multiple deliveries?,Once your order has left our warehouse  some multi-item orders may occasionally have individual items delivered at different times. This may happen if the order was packed in several separate boxes.
How can I pay for my order by bank transfer?,You can transfer the funds for your order directly to the following bank account: - Beneficiary Name: Unicell International Sp. z o.o. - Beneficiary Address: Street: Supraslska 25  Postcode: 16-010  City: Wasilkow  Country: Poland - Bank Name: MBANK S.A. - Account number (IBAN): PL 38 1140 1111 0000 4670 9200 1002 - BIC/SWIFT: BREXPLPWMBK - *Please use your order number as the transfer reference.
What payment methods do you accept?,We accept Visa  Mastercard  American Express  Bancontact  Mollie  Stripe.
How can I contact Primacol's customer service team?,If you want to speak about partnering  collaborating  or have any other inquiries  please email [hello@primacol.com](mailto:hello@primacol.com) and a member of our customer service team will make sure the right person gets it.
What should I do if my Primacol order has been damaged?,If your order has been damaged  please let us know as soon as possible by emailing shop@pimacol.com and a member of the customer service team will be in touch to help resolve the issue.
How can I contact Primacol's customer service team?,You can email [shop@primacol.com](mailto:shop@primacol.com) or contact Primacol's customer service team via live chat  and a member of the team will get in touch with you as soon as possible to discuss your order.
Do you deliver worldwide?,Yes  we deliver worldwide.
How is the delivery price calculated?,The delivery price depends on the country of delivery and the size of the order.
How can I collaborate with Primacol?,If you think we'd work well together  shoot us a message at [hello@primacol.com](mailto:hello@primacol.com) and let's chat!
Do Primacol have fixed trade prices?,No  Primacol does not have fixed trade prices. They consider each case individually.
Is agreement to the Terms of Service and Privacy Policy required to use this website?,Yes  agreement to the Terms of Service and Privacy Policy is required to use this website.
What delivery partners does Primacol work with?,Primacol works with a variety of reliable delivery partners  including DHL  UPS  DB Schenker  FedEx  and Rohlig Suus.
How can I change or cancel my Primacol order?,Contact us at shop@primacol.com as soon as possible if you would like to change or cancel your order. Be sure to include the order number.
What are the conditions for Primacol to offer discounts to trade customers?,If you are an architect  interior designer  contractor or other professional  let Primacol know and they will consider offering a discount based on the scale of the project or in exchange for photos/videos of the project implementation.
How can I get a fixed discount as a repeat Primacol trade customer?,If you choose Primacol over and over again  they can then set individual fixed discounts for you.
What is the customer's overall experience with the Metaliq Kit product and Primacol's customer service?,The customer was extremely happy with the Metaliq finish  and the customer service was 10/10. The customer cannot fault Primacol at all  and they are an amazing company.
What is the price and price per liter of the Silver Sand Kit?,The Silver Sand Kit is priced at €39.00 and has a price per liter of €13.00.
What do customers say about the Primacol Silver Sand -Valencia paint?,The Primacol Silver Sand -Valencia paint is described as easy to apply  drying fast  and delivering a smooth result. The customer is looking to purchase another color for another room.
What is the price and price per liter of the Mystic Kit?,The Mystic Kit is priced at €49.90 and has a price per liter of €24.95.
How can I subscribe to the company's newsletter?,To subscribe to the company's emails  you need to agree to the Terms of Service and Privacy Policy. By subscribing  you will be the first to know about new collections and exclusive offers.
What is the price and price per liter of the Moonlight Kit?,The Moonlight Kit is priced at €59.90 and has a price per liter of €19.97.
What is the price and price per kg of the Concrete Effect Paint Kit?,The Concrete Effect Paint Kit is priced at €89.00 and has a price per kg of €8.90.
What types of products does Primacol offer?,Primacol offers a wide range of decorative paints and plasters for both professionals and DIY enthusiasts.
What do customers say about the Primacol Metaliq Copper paint?,"The Primacol Metaliq Copper paint is described as ""Unfassbar schön"" (incredibly beautiful) and easy to apply  with the customer stating that they achieved a great result despite being a total beginner."
What product collections are available from Primacol?,Primacol offers various product collections  including the Silver Sand Kit  Concrete Effect Paint Kit  Polaris Kit  Metaliq Kit  Royal Silk Kit  Mystic Kit  Modern Stone Kit  and Moonlight Kit.
What do customers say about the Primacol Moonlight Kit?,The Primacol Moonlight Kit is described as easy to use and delivering great results.
What is the price and price per liter of the Royal Silk Kit?,The Royal Silk Kit is priced at €59.99 and has a price per liter of €30.00.
What do customers say about the Primacol Polaris Kit?,The Primacol Polaris Kit is described as an excellent product  easy to apply  with the customer being very happy with the end result and receiving many compliments from visitors.
What is the price and price per liter of the Polaris Kit?,The Polaris Kit is priced at €59.90 and has a price per liter of €29.95.
What is the overall customer satisfaction with Primacol products?,The customer is generally very satisfied with the Primacol products  stating that the delivery was fast  the quality is top-notch  and the overall experience with the company was excellent.
What is the price and price per kg of the Metaliq Kit?,The Metaliq Kit is priced at €89.00 and has a price per kg of €17.80.
What product collections does the Primacol website offer?,The Primacol website offers a wide range of decorative paints and plasters  including the following product collections: Silver Sand Kit  Concrete Effect Paint Kit  Polaris Kit  Metaliq Kit  Royal Silk Kit  Mystic Kit  Modern Stone Kit  and Moonlight Kit.
What kind of inspirations can I find on the Primacol website?,"According to the website  you can find ""Inspirations you need to bring the very best out of your place!"" by visiting the get inspired... section."
What is the price and price per kg of the Modern Stone Kit?,The Modern Stone Kit is priced at €69.90 and has a price per kg of €11.65.
How did the customer use the Polaris Kit product?,The customer used the Polaris Kit on their media wall center section  and it looks great.
What do customers say about the Primacol Flat Paint Brush 102mm?,The Primacol Flat Paint Brush 102mm is recommended  with the customer stating that the pictures do not do the paint justice and that it looks amazing once applied  advising to take time  mask  and dust sheet the area.
What kind of kits and tools does Primacol offer?,Primacol offers ready-to-use kits and tools needed to achieve the desired effect.
What are the key features and benefits of the Metaliq Kit product?,The Metaliq Kit product creates great texture design  and the customer highly recommends it. The base of the product does not cover enough  so the customer used their own layer of intense black paint  but the rest of the product was very satisfactory.
Is agreement to the Terms of Service and Privacy Policy required to use this website?,Yes  agreement to the Terms of Service and Privacy Policy is required.
What shipping carriers does Primacol use?,Depending on the order size  shipments are made via FedEx  DHL or DB Schenker.
Is PRIMACOL responsible for any fees charged by Customs or the carrier?,No  PRIMACOL is not responsible for any fees charged by Customs or the carrier.
How long does it take for Primacol orders to be dispatched?,Orders are dispatched within 48 business hours after payment is received.
How long does it take to receive Primacol orders within the European Union?,Delivery time within the European Union is usually 2 to 5 business days.
Are the estimated delivery times guaranteed?,The estimated delivery times provided are subject to change due to unforeseen events beyond our control.
How are Primacol products shipped?,All Primacol products are dispatched as trackable packages.
What are the customs and sales tax/VAT requirements for shipments to the UK?,Depending on the value of the goods being shipped to the UK: - At or below £135: The seller is responsible for collecting UK VAT for these shipments. Therefore  VAT amount is collected at the point of sale and transferred to HMRC by the seller. This means that all fees are paid immediately when placing an order. - Above £135: For these shipments  HMRC regulations states that tax&customs duties apply at the UK border. Therefore  at the point of sale  you will only pay the net value of the order  and the carrier will contact you to collect the fees (VAT amount and duty) on behalf of HM Revenue & Customs before delivery.
What are the customs and sales tax/VAT requirements for orders outside the EU?,For orders outside the EU  you may have to pay tax and duties in the country of destination. The carrier will contact you in case of any charges. This might delay the delivery.
How long does it take to receive Primacol orders in the United Kingdom?,Shipping to the United Kingdom usually takes 4 to 6 business days.
What should I do if my Primacol order arrives damaged?,We kindly request that you inspect the contents upon delivery. If you find the package or its contents damaged upon arrival  please report it to the courier immediately.
How long does it take to receive Primacol orders outside of Europe?,Shipping to countries outside Europe usually takes 4 to 8 business days.
How does Primacol approach product development and customer satisfaction?,Primacol's process of creation  development  and production is oriented towards understanding  anticipating  and satisfying customers' needs. The company's internal R&D department continuously improves formulations to find the best balance between aesthetics  durability  safety  and easy application.
What are Primacol's distribution channels?,Primacol cooperates with retail chains  wholesalers  individual retail outlets  and contractors.
What are the key features that make Primacol's products popular?,Primacol's products are popular due to their aesthetics  durability  safety  and easy application.
What is the size and focus of Primacol as a company?,Primacol is a medium-sized company that employs 200 people and follows family values. The company focuses on providing durable  safe  and aesthetically pleasing solutions for residential and commercial projects.
Where is Primacol's manufacturing plant and office located?,Primacol's manufacturing plant  R&D department  and trade office are located in the town of Wasilkow in Podlasie  in the eastern part of Poland.
What types of products does Primacol manufacture?,Primacol manufactures decorative paints and plasters  wood impregnating agents and wood stains  as well as other agents necessary during the construction or renovation of residential houses and commercial facilities.
What kind of color and texture options are available in Primacol's products?,Primacol's products come in lots of different colors and textures.
What is required to use this website?,Agreement to the Terms of Service and Privacy Policy is required.
What is Primacol's physical address?,Primacol's address is Unicell International  Supraslska 25  16-010 Wasilkow  Poland.
How can I contact Primacol for PR and information inquiries?,For PR and information inquiries  you can contact Primacol at [hello@primacol.com](mailto:hello@primacol.com).
What is Primacol's telephone number?,Primacol can be reached by telephone at +48 667 950 839.
How can I contact Primacol for general inquiries?,You can contact Primacol with any inquiries by emailing [hello@primacol.com](mailto:hello@primacol.com). The company is here to help!
How can I contact Primacol for sales and customer service inquiries?,For sales and customer service inquiries  you can contact Primacol at [shop@primacol.com](mailto:shop@primacol.com).
What types of products does Primacol offer?,Primacol offers decorative paints and DIY kits with a variety of colors and textures.
Can I get a paint color sample?,Yes  we offer color samples that you can purchase on our website. Our handly paint color charts are available for you to browse and select the colors you're interested in.
What color is Umbra?,Umbra is a color between green and brown  not a gold color.
Is there a gold color available?,No  there is no shade that will be a true gold color. The operator suggests checking out the Barcelona shade as an alternative option.
Where can I find more information about the Barcelona shade?,The operator provided links to product images and videos in the review section that can help you better understand the color and appearance of the Barcelona shade.
What sizes do you offer for your product sets?,We sell our product sets in only one size.
Do you offer any discounts?,Yes  you can receive a 10% discount for subscribing to our newsletter.
How much Polaris paint do I need to cover a wall that is 8ft high by 12ft wide?,One set of Polaris paint is sufficient to cover an area of about 7m2  which should be enough to cover the wall you described.
How can I get a small amount of a specific paint color?,The operator can provide a single pot of their decorative paints for 20€  even though they typically do not sell their paints separately. This service may be useful for customers who need a small amount of a specific paint color and cannot find it in smaller quantities online.
Where can I find a small pot of Blanca paint?,The operator can provide a single pot of Blanca decorative paint for 20€  even though they typically do not sell their paints separately. This service may be useful for customers who need a small amount of a specific paint color and cannot find it in smaller quantities online.
How does the Silver Sand Base S0 kit differ from the Moonlight kit?,The Silver Sand Base S0 kit provides a silver sheen effect  which is different from the Moonlight kit  which has a white paint with a silver sheen. The two kits are applied in a similar way but provide different decorative effects.
How will the Silver Sand Base S0 kit look in a room with warm lighting?,The Silver Sand Base S0 kit will look more like an ecru color than a pure white  especially in a room with warm lighting.
Is there a solution to make Silver Sand paint more wipeable when used near an induction hob?,To make Silver Sand paint more wipeable when used near an induction hob  it is recommended to apply a coat of satin stain over the Silver Sand. This will protect the coating and make it more resistant to abrasion. However  it's important to note that textured products like Silver Sand will always be harder to keep clean in areas near heat and steam than regular smooth paints.
What should the surface of the wall be like to achieve the best result? Smooth or textured?,The wall should be smooth to achieve the best result.
What are the shipping options available for delivery to the UK?,There is a standard shipping option that takes approximately 5 working days  as well as an express shipping option that delivers in 1-2 working days  though the express option is more expensive.
How long does delivery to the UK usually take?,Delivery to the UK usually takes approximately 5 working days.
What is the process to remove Moonlight  Silver Sand  or Mystic paint?,For textured finishes like Moonlight  Silver Sand  and Mystic  the surface needs to be sanded down well to a smooth texture before repainting.
What about removing Modern Stone paint?,For smooth finishes like Modern Stone  the surface only needs to be lightly sanded with sandpaper before repainting.
How difficult is it to remove Polaris paint once applied?,For smooth finishes like Polaris  the surface only needs to be lightly sanded with sandpaper before repainting.
How do I remove Royal Silk paint?,For smooth finishes like Royal Silk  the surface only needs to be lightly sanded with sandpaper before repainting.
How many sets of the paint kit do I need for an area of 20 m2?,For an area of 20 m2  the customer would need 2 sets of the paint kit.
How can I place an order for the paint kit?,The paint kits can be ordered through the online shop at https://primacol.com/.
What color is the Decobase base paint in the Angry Ocean Polaris Kit?,In the case of the Angry Ocean Polaris Kit  the Decobase base paint color is D22.
What is included in the Polaris Kit?,The Polaris Kit includes a Decobase base paint that matches the decorative paint color.
Can I order just the Polaris Cosmic Sand Base 2 paint without needing to purchase the Base 1 paint?,Yes  the company is willing to make an exception and sell you just the Polaris Cosmic Sand Base 2 paint  even though they typically do not sell their decorative paints individually. The Polaris paint is priced at €40 per bucket  but the company will provide you with a discount code of €20  making the total cost €60 for the Polaris paint.
How can I get a discount on the Polaris Cosmic Sand Base 2 paint?,The company is offering a discount code of €20 for the Polaris Cosmic Sand Base 2 paint  which is priced at €40 per bucket. This means the total cost for the Polaris paint will be €60 with the discount applied.
What type of applicator should I use for the decobase?,Decobase should be applied using a paint roller.
What type of brush should I use to apply silver sand?,Silver sand needs to be applied using a flat brush.
What is the coverage area of the Brava S2?,The coverage area of the Brava S2 is approximately 10m2.
Where can I find information about the Brava S2 product?,The Brava S2 is a ready-to-use product that covers approximately 10m2. It does not require any additional colorant.
What color is Base?,Base is an off-white shade  not taupe in color.
What color options does the company offer?,The company offers a range of products with different color options  including Barcelona  Base  and Lisbona.
What color is Barcelona?,Barcelona is a warm beige color.
What color is Lisbona?,Lisbona is a silver color.
What colour decobase do I use for Silversand Umbra B2?,The set consists of a base paint and a decor paint  but the specific color information is not provided in the knowledge given.
Is there an option for faster shipping?,Yes  express shipping (e.g.  FedEx) is available for an additional cost and can deliver the product in 2 working days.
Is the primer included in the kit I purchased?,No  the primer is not included in the kit and needs to be ordered separately.
What type of primer do you recommend for fresh plaster surfaces?,The recommended primer is suitable for fresh plaster surfaces.
Can I purchase two 1 litre bottles of the Barcelona product separately?,"Unfortunately  the company only sells their products in sets  not individually. However  if you need additional product  they offer a 20% discount on two Barcelona sets. You can use the code ""SilverSand_20"" to receive the discount."
How can I get a discount on the Barcelona product?,"The company offers a 20% discount on two Barcelona sets if a customer needs additional product. You can use the code ""SilverSand_20"" to receive the discount."
Can I order a custom Decobase color that is not in the sample book?,Yes  the company can process personalized orders and send any Decobase color  even if it's not in the sample book.
What are the Umbra paint options and how do they work?,The Umbra paint comes in two options - 2 ml and 40 ml. The colorant tube is the same for both options  and the customer can add more or less colorant to achieve the desired shade.
How does the Moonlight paint's golden sheen effect work?,The Moonlight paint has a golden sheen effect  but the intensity of the golden color depends on the base color. The darker the base color  the more intense the golden sheen.
How much colorant should I use?,The recommended amount of colorant to use is 40ml  which is the entire tube.
What is the correct color of the paint I received?,The correct color of the paint is wine leaf green  not wine red.
Can I use your products on bathroom tiles?,No  our products are not suitable for bathroom tiles. Such surfaces usually require a specialized paint designed for them.
How much area can 1L of Silver Sand paint cover?,According to the knowledge provided  1L of Silver Sand paint can cover up to 12m2 of wall area.
Is the Silver Sand kit suitable for use on textured fiberglass walls?,Yes  the Silver Sand kit can be used on textured fiberglass walls. The texture will be visible in the final effect  and many customers use Silver Sand on textured wallpapers with satisfactory results. There is no need to apply a primer before using the Silver Sand  as Decobase is a primer paint.
Do I need to apply a primer before using the Silver Sand kit?,No  there is no need to apply a primer before using the Silver Sand kit. Decobase is a primer paint  so you can apply the Silver Sand directly to the surface.
What are the different products and shades available in the Moonlight line?,Moonlight comes in a silver or golden base and is applied on top of the Decobase base. Decobase comes in various colors like D00  D02  D19  etc. For example  D00 Golden Base has a golden sheen on a white (00) paint  and D00 Silver Base has a silver sheen on a white (D00) paint.
What color options does the company offer for their paint products?,The company offers a variety of paint colors  including a Moonligh D00 silver base color that has a white with silver sheen appearance. However  they do not offer a pure white paint color.
What additional items do I need to use the Valencia S7 product?,To use the Valencia S7 product  you will need a paint roller and a flat brush.
What is included in the Valencia S7 product?,The Valencia S7 product includes the Decobase and Decorative paint.
How can I leave a review with a photo for the Silver Sand product on the website?,You can write a review and attach a photo on the Silver Sand product page on the website.
What happens if I've already been charged tax on my order?,If you have already been charged tax on your order  the company will refund the tax when processing the order.
How can I add my VAT details during the order process?,During the order process  you can enter your VAT number in the same field where you enter the company name. The company will then place this VAT number in the appropriate spot on the invoice.
Can I apply Silver Sand paint on top of my current glossy silk base paint?,Yes  you can apply the Silver Sand paint on top of your current glossy silk base paint. However  it is recommended to apply a primer to the wall before using the new paint to even out the wall's absorbency.
If my current wall color is a dark grey  can I use the Decobase paint from the Silver Sand Malaga set?,Yes  the Silver Sand Malaga set comes with a Decobase paint in the color d02 Vanilla  which is specifically matched to the Silver Sand Malaga color. If the new color is significantly lighter than the current dark grey  it might be necessary to repaint the wall white first  although the paints have good coverage.
What primer should I use with the Silver Sand paint?,The store offers a primer that is suitable for all the paints they sell. The primer helps to even out the wall's absorbency before applying the new paint.
How should the Polaris Kit paint spread on the wall?,The paint should spread on the wall easily  similar to the demonstration in the provided video.
How much area is one Polaris Kit supposed to cover?,One Polaris Kit is supposed to cover approximately 7m2 when applied properly.
What should the consistency of the Polaris Kit paint be like?,The proper consistency of the Polaris Kit paint should be like a thick pudding.
Why might the Polaris Kit not cover the expected area?,Applying the paint in layers that are too thick can result in the product not covering the expected area.
Is the Modern Stone Kit a washable plaster?,Yes  the Modern Stone Kit includes a varnish that makes the painted wall washable with water or a mild detergent.
How much of the Modern Stone Kit do I need to cover a foyer with dimensions of 1.62m x 5.23m?,If the foyer has one wall with dimensions of 1.62m x 5.23m  you would need to order 2 sets of the Modern Stone Kit  as each set covers approximately 6m2.
What color is the base of the sand paint?,The sand paint used as the base for the product is not pure white  but rather a decorative paint that has its own color  which is almost white.
What should I do if the color is not uniform after applying the basecoat?,If the color is not uniform after applying the basecoat  it may be due to the need for a second coat or an unevenly absorbent substrate. The Royal Silk paint will be brighter than the Decobase basecoat.
Will the Royal Silk paint lighten the dark Claret color?,Yes  the Royal Silk paint will be brighter than the Decobase basecoat.
What color options are available for Primacol products?,"Primacol offers a range of color options for their products  including the ""Silver Sand"" color."
How can I get an accurate representation of the color of a product sample?,The best way to accurately see the color of a product sample is to order a physical sample. Photos of the samples may appear different in color due to variations in lighting and monitor settings.
What type of tint should be used with the Silver Sand kit?,The tint used with the Silver Sand kit should be water-based.
How can I get the correct package if the one I received is not what I ordered?,If you receive the wrong package  contact the business that shipped the item. They will handle the process of retrieving the incorrect package and sending you the correct one.
What should I do if I receive the wrong package from the courier?,If you receive the wrong package  please contact the business that shipped the item. As the shipper  they will file a claim with the courier to resolve the issue. You do not need to file a claim yourself.
What colourants are available?,The available colourants are: burgundy  claret  brown  bottle green  lemon  black  red  plum  navy blue  caramel  corn  apricot  sand  orange  grass  turquoise  umbra.
Can I order multiple colourants and pay for shipping only once?,Yes  customers can place an order for colourants and pay for the shipping only once  if the order is placed before the customer's next order.
What is the cost of one colourant?,The cost of one colourant is 5€ plus shipping.
Can the Silver Sand color set be used on textured wallpaper (Raufaser)?,Yes  the Silver Sand color set can be used on textured wallpaper (Raufaser)  but it is necessary to first properly protect the wallpaper with a primer to balance its absorbency. The wallpaper surface should be smooth and without texture  as the Silver Sand color contains fine particles that can settle into depressions  resulting in a different appearance than what is shown on the website.
Can I buy a test color or test set?,No  the company does not sell color samples or test sets. Customers can order a sample catalog to see the available colors.
Can the Royal Silk paint be used with a bio ethanol fireplace?,The knowledge states that any paint product can be used as long as the wall does not get excessively hot. The wall must also have good thermal insulation if a bio ethanol fireplace is to be installed.
Is any additional equipment required when using the Royal Silk paint?,The knowledge indicates that if the wall surface requires priming  a primer will also be needed in addition to the paint product. Otherwise  no additional equipment is mentioned as being required for using the Royal Silk paint.
Is the Royal Silk paint flammable or combustible?,The Royal Silk paint is not mentioned to be flammable or combustible in the provided knowledge. The knowledge focuses on the requirements for the wall surface and thermal insulation when installing a bio ethanol fireplace  but does not discuss the flammability or combustibility of the paint itself.
What type of wall preparation is required for applying the Royal Silk paint?,According to the knowledge  the Royal Silk paint requires a 100% smooth substrate for application. If the wall surface requires priming  a primer will also be needed in addition to the paint product.
Where are the products shipped from?,The products are shipped from Poland  not from the UK or abroad.
What is the condition of the products upon delivery?,While there is a risk of some damage during shipping  the majority of the products arrive in perfect condition.
What happens if the product arrives damaged?,If the product arrives damaged  a replacement will be sent and the claim will be handled with the courier.
What additional costs will the customer need to pay upon delivery?,The customer will need to pay the VAT and customs duties  which are typically around 25% of the invoice value  to the courier upon delivery.
What is included in the product set?,The set includes the necessary products (base coat and decorative paint) to achieve the desired effect.
How are the products packaged?,The products are packaged in individual cardboard boxes to protect them from damage during shipping.
How can I check the status of my order?,If you have placed an order with us  you should have received an email with our bank details to complete the payment. Please check your mailbox and send us a screenshot of the email so we can assist you further with the status of your order.
What payment methods do you accept?,We accept bank transfer as a payment method. We do not offer Apple Pay or PayPal as payment options.
Can I paint the Silver Sand kit onto wall tiles?,No  the Silver Sand product is designed to be applied to smooth surfaces  not tiles. Painting tiles would require using a suitable primer first  as the paint would not adhere well directly to the tiles.
What is a better option for shelves or other areas that will accumulate dust with Silver Sand paint?,For shelves or other areas that will be wiped or cleaned more frequently  it is recommended to use Decobase instead of Silver Sand paint. Another option is to use glass  which will be easier to clean and maintain.
What should I do if my Silver Sand painted walls start to wear off?,If the Silver Sand paint starts to wear off  it is recommended to apply a layer of satin stain to protect the surface and prevent further wear.
How should I clean Silver Sand painted walls?,Silver Sand paint is resistant to washing with water or mild detergent. For textured surfaces  it is recommended to use a vacuum cleaner with a brush attachment to gently remove dust and debris.
Do Silver Sand paint walls need a clear sealer or top coat?,No  Silver Sand paint does not require any additional coating or sealant  unless it is applied in areas subject to greater wear and tear  in which case a satin stain is recommended.
Can I use a lacquer or stain from another manufacturer on a wall painted with Polaris paint?,When using Polaris paint  you can try a lacquer/stain from another manufacturer  but the operator cannot guarantee how it will affect the Polaris effect.
What type of finish do I need for a wall painted with Metaliq paint?,For walls painted with Metaliq paint  no additional varnish or protection is generally required.
What happens if I apply a stain on a wall painted with Polaris paint?,Applying a stain on Polaris paint will intensify the color  but the color remains beautiful.
How many sets of your product would I need for a standard hallway and stairs?,The amount of product needed depends on the specific dimensions of your hallway and stairs. Each product page states how many square metres one set is sufficient for  so you will need to measure your space to determine the correct quantity.
Are your products available in local DIY shops?,No  our products are only available for purchase on our website with delivery to the UK.
Can someone come out and do the work for me?,Our products are easy to use  so anyone can do the work. We do not provide installation services.
Why can't I see the glitter in the Let's Shine paint on my wall?,The Let's Shine paint has a subtle glitter effect that may not be immediately visible when looking directly at the painted wall. The glitter becomes more visible when the wall is properly lit. To properly assess any issues with the product  we request that you provide photos and a video of the painted wall  which can be sent via email.
How can I send photos and videos to get help with my Let's Shine paint issue?,Please send photos and a video of the painted wall to shop@primacol.com. This will allow us to properly assess the issue and provide a solution.
Is there a discount code available?,"There is a discount code ""15OFFNOW"" that can be used for 15% off the order."
How long do I need to wait between applying the first and second layers of paint?,The wall is usually dry after 4 hours  so you can apply the second layer of paint.
When can I hang something on the wall or put up the furniture after painting?,You can hang something on the wall or put up the furniture the day after painting.
What is the recommended application process for the product?,The typical application process involves two steps: first using a roller  then using a flat brush to apply the product.
Do I need to add color dye if I choose the lightest color?,No  color dye is typically only added to selected darker colors. For lighter colors  it may not be necessary to add any additional dye.
What Decobase color is included in the Silver Sand Valencia kit?,The Silver Sand Valencia kit comes with grey Decobase D06.
What colors are included in the Turquoise 40 paint kit?,The Turquoise 40 paint kit includes the Turquoise colorant.
Can I get a discount on my order as a professional painter?,"Yes  as a professional painter  you can receive a 30% discount on your first order using the one-time code ""Stefan30"". For future orders  a 15-20% discount can be offered depending on the order quantity."
What kind of products do you offer for painters?,We offer a Silver Sand Set and Silver Sand Muster that may be of interest to you as a painter.
Can I apply Polaris paint over a Raufaser wallpaper?,Polaris paint works best on a smooth surface. It may not be suitable for application over a textured surface like a Raufaser wallpaper.
What is included in the Silver Sand Set?,The Silver Sand Set includes both the Decobase paint and the Silver Sand.
How much area can the Silver Sand Set cover?,The Silver Sand Set is suitable for an area of approximately 5m2.
How do I apply the Silver Sand Set?,The Silver Sand Set includes both the Decobase paint and the Silver Sand. The Decobase paint is applied with a roller  and the Silver Sand is applied with a brush. The Silver Sand Set is suitable for an area of approximately 5m2.
Can I paint on wood?,"Yes  you can paint on wood. However  it's important to note that paint on wood can crack over time due to the wood's ability to ""breathe"" and expand/contract. If the wood has been previously painted and the existing paint is holding up well  the new paint is unlikely to crack either."
Can I order just the Silver Sand color from the Silver Sand collection without the two cans of Decobase?,"Unfortunately  the products are only sold in sets and cannot be purchased individually. However  the company is offering a 20% discount on the Silver Sand Cartagena S5 set when using the code ""SilverSand_20"" in the shopping cart."
